"","X","ID","num_of_leaves","model","non_binary_prob","planted","remove_extinct","rescale_to_height","dupl_rate","loss_rate","hgt_rate","prohibit_extinction","replace_prob","LDT_Edges","Fitch_true_Edges","Fraction_of_Xenologs","Number_of_Species","Number_of_leaves_tgt","Number_of_leaves_ogt","T_ldt_false_positive","T_ldt_true_positive","T_ldt_false_negative","T_triple","T_ldt_triple","S_ldt_false_positive","S_ldt_true_positive","S_ldt_false_negative","S_triple","S_ldt_triple","Number_of_Nodes_ldt_100","Edges_rs_false_positive_100","Edges_rs_false_negative_100","Edges_rs_true_positive_100","Fitch_rs_Edges_100","Edges_cd_false_positive_100","Edges_cd_false_negative_100","Edges_cd_true_positive_100","Number_of_Nodes_ldt_80","Edges_rs_false_positive_80","Edges_rs_false_negative_80","Edges_rs_true_positive_80","Fitch_rs_Edges_80","Edges_cd_false_positive_80","Edges_cd_false_negative_80","Edges_cd_true_positive_80","Number_of_Nodes_ldt_60","Edges_rs_false_positive_60","Edges_rs_false_negative_60","Edges_rs_true_positive_60","Fitch_rs_Edges_60","Edges_cd_false_positive_60","Edges_cd_false_negative_60","Edges_cd_true_positive_60","Number_of_Nodes_ldt_40","Edges_rs_false_positive_40","Edges_rs_false_negative_40","Edges_rs_true_positive_40","Fitch_rs_Edges_40","Edges_cd_false_positive_40","Edges_cd_false_negative_40","Edges_cd_true_positive_40","Number_of_Nodes_ldt_20","Edges_rs_false_positive_20","Edges_rs_false_negative_20","Edges_rs_true_positive_20","Fitch_rs_Edges_20","Edges_cd_false_positive_20","Edges_cd_false_negative_20","Edges_cd_true_positive_20","Group","tn_cd_100","tn_cd_80","tn_cd_60","tn_cd_40","tn_cd_20","tn_rs_100","tn_rs_80","tn_rs_60","tn_rs_40","tn_rs_20","recall_cd_100","recall_cd_80","recall_cd_60","recall_cd_40","recall_cd_20","recall_rs_100","recall_rs_80","recall_rs_60","recall_rs_40","recall_rs_20","precision_cd_100","precision_cd_80","precision_cd_60","precision_cd_40","precision_cd_20","precision_rs_100","precision_rs_80","precision_rs_60","precision_rs_40","precision_rs_20","accuracy_cd_100","accuracy_cd_80","accuracy_cd_60","accuracy_cd_40","accuracy_cd_20","accuracy_rs_100","accuracy_rs_80","accuracy_rs_60","accuracy_rs_40","accuracy_rs_20"
"719",718,"P0_0718",34,"innovation",0.298131686053614,"True","False",1,0.25,0.25,0.25,"per_family",1,146,192,0.760416666666667,34,38,33,4101,818,0,4919,818,3349,1659,0,5008,1659,33,26,6,39,65,0,0,45,33,55,22,64,119,0,0,86,33,0,0,55,55,0,0,55,33,24,6,23,47,0,0,29,33,0,0,5,5,0,0,5,"P0",483,442,473,499,523,457,387,473,475,523,1,1,1,1,1,0.866666666666667,0.744186046511628,1,0.793103448275862,1,1,1,1,1,1,0.6,0.53781512605042,1,0.48936170212766,1,1,1,1,1,1,0.939393939393939,0.854166666666667,1,0.943181818181818,1
"720",719,"P0_0719",30,"innovation",0.185325705443542,"True","False",1,0.25,0.25,0.25,"per_family",1,27,27,1,30,31,28,3230,0,0,3230,0,3663,351,0,4014,351,28,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,28,0,0,7,7,0,0,7,28,0,0,0,0,0,0,0,"P0",378,378,378,371,378,378,378,378,371,378,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1
"721",720,"P0_0720",37,"innovation",0.498882001480024,"True","False",1,0.25,0.25,0.25,"per_family",1,68,108,0.62962962962963,37,43,38,6432,237,0,6669,237,5196,992,0,6188,992,38,20,1,20,40,0,0,21,38,0,0,22,22,21,21,1,38,0,0,16,16,0,0,16,38,0,10,11,11,0,10,11,38,0,0,0,0,0,0,0,"P0",682,660,687,682,703,662,681,687,682,703,1,0.0454545454545455,1,0.523809523809524,NA,0.952380952380952,1,1,0.523809523809524,NA,1,0.0454545454545455,1,1,NA,0.5,1,1,1,NA,1,0.940256045519203,1,0.985775248933144,1,0.970128022759602,1,1,0.985775248933144,1
"722",721,"P0_0721",26,"innovation",0.380300479014157,"True","False",1,0.25,0.25,0.25,"per_family",1,21,57,0.368421052631579,26,20,13,192,84,0,276,84,2398,45,0,2443,45,13,0,12,7,7,0,12,7,13,0,6,11,11,0,6,11,13,0,8,0,0,0,8,0,13,0,3,4,4,0,3,4,13,0,1,0,0,0,1,0,"P0",59,61,70,71,77,59,61,70,71,77,0.368421052631579,0.647058823529412,0,0.571428571428571,0,0.368421052631579,0.647058823529412,0,0.571428571428571,0,1,1,NA,1,NA,1,1,NA,1,NA,0.846153846153846,0.923076923076923,0.897435897435897,0.961538461538462,0.987179487179487,0.846153846153846,0.923076923076923,0.897435897435897,0.961538461538462,0.987179487179487
"723",722,"P0_0722",29,"innovation",0.014538208465426,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,29,29,28,3276,0,0,3276,0,3644,0,0,3644,0,28,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"P0",378,378,378,378,378,378,378,378,378,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"724",723,"P0_0723",41,"innovation",0.427129561097666,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,41,30,29,2864,0,0,2864,0,9848,0,0,9848,0,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,"P0",406,406,406,406,406,406,406,406,406,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"725",724,"P0_0724",21,"innovation",0.347689226872511,"True","False",1,0.25,0.25,0.25,"per_family",1,1,20,0.05,21,22,21,1052,19,0,1071,19,1136,0,0,1136,0,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,21,0,0,9,9,0,0,9,21,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,"P0",210,210,201,210,210,210,210,201,210,210,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,1,1,1,1,1,1,1,1
"726",725,"P0_0725",48,"innovation",0.043632334723751,"True","False",1,0.25,0.25,0.25,"per_family",1,3,51,0.0588235294117647,48,54,52,21800,144,0,21944,144,17141,0,0,17141,0,52,0,0,0,0,0,0,0,52,0,24,0,0,0,24,0,52,0,23,0,0,0,23,0,52,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,"P0",1326,1302,1303,1326,1326,1326,1302,1303,1326,1326,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.981900452488688,0.982654600301659,1,1,1,0.981900452488688,0.982654600301659,1,1
"727",726,"P0_0726",42,"innovation",0.080968133793456,"True","False",1,0.25,0.25,0.25,"per_family",1,5,9,0.555555555555556,42,12,10,92,20,0,112,20,11460,6,0,11466,6,10,0,0,6,6,0,0,6,10,9,3,3,12,0,0,6,10,0,0,0,0,0,0,0,10,0,0,2,2,0,0,2,10,0,0,0,0,0,0,0,"P0",39,39,45,43,45,39,30,45,43,45,1,1,NA,1,NA,1,0.5,NA,1,NA,1,1,NA,1,NA,1,0.25,NA,1,NA,1,1,1,1,1,1,0.733333333333333,1,1,1
"728",727,"P0_0727",47,"innovation",0.168738788509962,"True","False",1,0.25,0.25,0.25,"per_family",1,14,91,0.153846153846154,47,50,47,13426,474,0,13900,474,14973,66,0,15039,66,47,0,0,29,29,0,0,29,47,0,0,0,0,0,0,0,47,20,20,1,21,0,0,21,47,0,0,0,0,0,0,0,47,7,7,1,8,0,0,8,"P0",1052,1081,1060,1081,1073,1052,1081,1040,1081,1066,1,NA,1,NA,1,1,NA,0.0476190476190476,NA,0.125,1,NA,1,NA,1,1,NA,0.0476190476190476,NA,0.125,1,1,1,1,1,1,1,0.962997224791859,1,0.987049028677151
"729",728,"P0_0728",27,"innovation",0.008776991591752,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,27,28,28,3272,0,0,3272,0,2921,0,0,2921,0,28,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,"P0",378,378,378,378,378,378,378,378,378,378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"730",729,"P0_0729",34,"innovation",0.082608902036903,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,34,33,32,4733,0,0,4733,0,5735,0,0,5735,0,32,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,"P0",496,496,496,496,496,496,496,496,496,496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"731",730,"P0_0730",38,"innovation",0.339562018628811,"True","False",1,0.25,0.25,0.25,"per_family",1,26,178,0.146067415730337,38,48,39,7858,744,0,8602,744,7690,37,0,7727,37,39,0,23,49,49,0,24,48,39,0,16,17,17,15,31,2,39,0,29,0,0,0,29,0,39,0,13,0,0,0,13,0,39,0,6,0,0,0,6,0,"P0",669,693,712,728,735,669,708,712,728,735,0.666666666666667,0.0606060606060606,0,0,0,0.680555555555556,0.515151515151515,0,0,0,1,0.117647058823529,NA,NA,NA,1,1,NA,NA,NA,0.967611336032389,0.937921727395412,0.960863697705803,0.982456140350877,0.991902834008097,0.968960863697706,0.978407557354926,0.960863697705803,0.982456140350877,0.991902834008097
"732",731,"P0_0731",33,"innovation",0.432652735245188,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,33,11,7,23,0,0,23,0,4852,0,0,4852,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,"P0",21,21,21,21,21,21,21,21,21,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"733",732,"P0_0732",25,"innovation",0.113153413190798,"True","False",1,0.25,0.25,0.25,"per_family",1,2,25,0.08,25,27,26,2507,46,0,2553,46,2253,0,0,2253,0,26,0,0,0,0,0,0,0,26,12,12,1,13,12,12,1,26,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,"P0",325,300,325,325,325,325,300,325,325,325,NA,0.0769230769230769,NA,NA,NA,NA,0.0769230769230769,NA,NA,NA,NA,0.0769230769230769,NA,NA,NA,NA,0.0769230769230769,NA,NA,NA,1,0.926153846153846,1,1,1,1,0.926153846153846,1,1,1
"734",733,"P0_0733",10,"innovation",0.040704430689395,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,10,10,10,120,0,0,120,0,120,0,0,120,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,"P0",45,45,45,45,45,45,45,45,45,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"735",734,"P0_0734",11,"innovation",0.282639447033241,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,11,12,12,214,0,0,214,0,160,0,0,160,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,"P0",66,66,66,66,66,66,66,66,66,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"736",735,"P0_0735",24,"innovation",0.087815406500784,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,24,6,4,4,0,0,4,0,2019,0,0,2019,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"P0",6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"737",736,"P0_0736",11,"innovation",0.061705282470917,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,11,11,11,145,0,0,145,0,145,0,0,145,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,"P0",55,55,55,55,55,55,55,55,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"738",737,"P0_0737",22,"innovation",0.443009465215943,"True","False",1,0.25,0.25,0.25,"per_family",1,12,63,0.19047619047619,22,37,33,5125,261,0,5386,261,1432,44,0,1476,44,33,0,21,22,22,0,21,22,33,0,0,19,19,0,0,19,33,13,13,16,29,0,0,29,33,0,0,0,0,0,0,0,33,2,1,2,4,0,0,3,"P0",485,509,499,528,525,485,509,486,528,523,0.511627906976744,1,1,NA,1,0.511627906976744,1,0.551724137931034,NA,0.666666666666667,1,1,1,NA,1,1,1,0.551724137931034,NA,0.5,0.960227272727273,1,1,1,1,0.960227272727273,1,0.950757575757576,1,0.994318181818182
"739",738,"P0_0738",36,"innovation",0.020686023947036,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,36,36,35,6534,0,0,6534,0,7129,0,0,7129,0,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,"P0",595,595,595,595,595,595,595,595,595,595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"740",739,"P0_0739",36,"innovation",0.179041709823881,"True","False",1,0.25,0.25,0.25,"per_family",1,11,71,0.154929577464789,36,39,37,6782,320,0,7102,320,6395,21,0,6416,21,37,96,16,29,125,0,0,45,37,80,16,5,85,0,0,21,37,0,16,0,0,0,16,0,37,0,0,0,0,0,0,0,37,5,5,1,6,5,5,1,"P0",621,645,650,666,655,525,565,650,666,655,1,1,0,NA,0.166666666666667,0.644444444444444,0.238095238095238,0,NA,0.166666666666667,1,1,NA,NA,0.166666666666667,0.232,0.0588235294117647,NA,NA,0.166666666666667,1,1,0.975975975975976,1,0.984984984984985,0.831831831831832,0.855855855855856,0.975975975975976,1,0.984984984984985
"741",740,"P0_0740",23,"innovation",0.216219650645394,"True","False",1,0.25,0.25,0.25,"per_family",1,3,65,0.0461538461538462,23,69,66,45527,186,0,45713,186,1745,3,0,1748,3,66,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,66,52,26,2,54,0,0,28,66,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,"P0",2145,2145,2117,2145,2145,2145,2145,2065,2145,2145,NA,NA,1,NA,NA,NA,NA,0.0714285714285714,NA,NA,NA,NA,1,NA,NA,NA,NA,0.037037037037037,NA,NA,1,1,1,1,1,1,1,0.963636363636364,1,1
"742",741,"P0_0741",26,"innovation",0.25384056914332,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,26,30,29,3489,0,0,3489,0,2459,0,0,2459,0,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,"P0",406,406,406,406,406,406,406,406,406,406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"743",742,"P0_0742",38,"innovation",0.169563835562753,"True","False",1,0.25,0.25,0.25,"per_family",1,10,170,0.0588235294117647,38,40,39,8719,320,0,9039,320,8315,25,0,8340,25,39,44,44,4,48,44,44,4,39,0,0,36,36,32,32,4,39,26,13,2,28,0,0,15,39,0,0,30,30,16,24,6,39,0,5,0,0,0,5,0,"P0",649,673,726,695,736,649,705,700,711,736,0.0833333333333333,0.111111111111111,1,0.2,0,0.0833333333333333,1,0.133333333333333,1,0,0.0833333333333333,0.111111111111111,1,0.272727272727273,NA,0.0833333333333333,1,0.0714285714285714,1,NA,0.881241565452092,0.913630229419703,1,0.946018893387314,0.993252361673414,0.881241565452092,1,0.947368421052632,1,0.993252361673414
"744",743,"P0_0743",49,"innovation",0.40248459264611,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,49,49,49,15974,0,0,15974,0,15974,0,0,15974,0,49,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,"P0",1176,1176,1176,1176,1176,1176,1176,1176,1176,1176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"745",744,"P0_0744",21,"innovation",0.454804294868281,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,21,10,8,12,0,0,12,0,809,0,0,809,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,"P0",28,28,28,28,28,28,28,28,28,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"746",745,"P0_0745",25,"innovation",0.250678336624994,"True","False",1,0.25,0.25,0.25,"per_family",1,23,24,0.958333333333333,25,26,25,2229,23,0,2252,23,1999,253,0,2252,253,25,0,0,13,13,0,0,13,25,0,0,14,14,0,0,14,25,0,0,12,12,0,0,12,25,0,0,0,0,0,0,0,25,0,0,3,3,0,0,3,"P0",287,286,288,300,297,287,286,288,300,297,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1
"747",746,"P0_0746",48,"innovation",0.102127245683575,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,48,40,39,8684,0,0,8684,0,16871,0,0,16871,0,39,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,"P0",741,741,741,741,741,741,741,741,741,741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"748",747,"P0_0747",30,"innovation",0.12083479729382,"True","False",1,0.25,0.25,0.25,"per_family",1,3,87,0.0344827586206897,30,33,32,4875,84,0,4959,84,4058,0,0,4058,0,32,20,60,3,23,20,60,3,32,0,0,0,0,0,0,0,32,0,12,0,0,0,12,0,32,0,7,0,0,0,7,0,32,0,0,0,0,0,0,0,"P0",413,496,484,489,496,413,496,484,489,496,0.0476190476190476,NA,0,0,NA,0.0476190476190476,NA,0,0,NA,0.130434782608696,NA,NA,NA,NA,0.130434782608696,NA,NA,NA,NA,0.838709677419355,1,0.975806451612903,0.985887096774194,1,0.838709677419355,1,0.975806451612903,0.985887096774194,1
"749",748,"P0_0748",15,"innovation",0.093027868299122,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,15,15,11,113,0,0,113,0,318,0,0,318,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,"P0",55,55,55,55,55,55,55,55,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"750",749,"P0_0749",46,"innovation",0.268426281225042,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,46,47,47,15512,0,0,15512,0,14477,0,0,14477,0,47,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,"P0",1081,1081,1081,1081,1081,1081,1081,1081,1081,1081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"751",750,"P0_0750",17,"innovation",0.371616543779557,"True","False",1,0.25,0.25,0.25,"per_family",1,6,35,0.171428571428571,17,22,19,567,82,0,649,82,485,6,0,491,6,19,0,0,21,21,9,10,11,19,0,0,0,0,0,0,0,19,0,0,8,8,0,0,8,19,3,3,6,9,0,1,8,19,0,0,0,0,0,0,0,"P0",141,171,163,162,171,150,171,163,159,171,0.523809523809524,NA,1,0.888888888888889,NA,1,NA,1,0.666666666666667,NA,0.55,NA,1,1,NA,1,NA,1,0.666666666666667,NA,0.888888888888889,1,1,0.994152046783626,1,1,1,1,0.964912280701754,1
"752",751,"P0_0751",42,"innovation",0.161069674718223,"True","False",1,0.25,0.25,0.25,"per_family",1,7,83,0.0843373493975904,42,45,43,11884,257,0,12141,257,11249,15,0,11264,15,43,0,0,51,51,0,1,50,43,0,23,24,24,0,23,24,43,0,16,17,17,0,16,17,43,0,14,0,0,0,14,0,43,0,0,0,0,0,0,0,"P0",852,856,870,889,903,852,856,870,889,903,0.980392156862745,0.51063829787234,0.515151515151515,0,NA,1,0.51063829787234,0.515151515151515,0,NA,1,1,1,NA,NA,1,1,1,NA,NA,0.998892580287929,0.97452934662237,0.982281284606866,0.984496124031008,1,1,0.97452934662237,0.982281284606866,0.984496124031008,1
"753",752,"P0_0752",23,"innovation",0.045324352136492,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,23,13,11,165,0,0,165,0,1771,0,0,1771,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,"P0",55,55,55,55,55,55,55,55,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"754",753,"P0_0753",20,"innovation",0.383438776139335,"True","False",1,0.25,0.25,0.25,"per_family",1,67,125,0.536,20,27,21,819,367,0,1186,367,438,310,0,748,310,21,0,3,44,44,0,3,44,21,0,4,29,29,6,12,21,21,3,5,24,27,3,9,20,21,0,1,17,17,0,1,17,21,0,1,4,4,0,1,4,"P0",163,171,178,192,205,163,177,178,192,205,0.936170212765957,0.636363636363636,0.689655172413793,0.944444444444444,0.8,0.936170212765957,0.878787878787879,0.827586206896552,0.944444444444444,0.8,1,0.777777777777778,0.869565217391304,1,1,1,1,0.888888888888889,1,1,0.985714285714286,0.914285714285714,0.942857142857143,0.995238095238095,0.995238095238095,0.985714285714286,0.980952380952381,0.961904761904762,0.995238095238095,0.995238095238095
"755",754,"P0_0754",37,"innovation",0.414633886510797,"True","False",1,0.25,0.25,0.25,"per_family",1,2,36,0.0555555555555556,37,38,37,6806,68,0,6874,68,6872,1,0,6873,1,37,0,0,0,0,0,0,0,37,0,0,20,20,0,0,20,37,0,0,0,0,0,0,0,37,0,0,9,9,0,0,9,37,0,0,0,0,0,0,0,"P0",666,646,666,657,666,666,646,666,657,666,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,1,1,1,1,1,1,1,1,1,1
"756",755,"P0_0755",45,"innovation",0.388110699804287,"True","False",1,0.25,0.25,0.25,"per_family",1,46,277,0.166064981949458,45,50,45,11675,1280,0,12955,1280,12596,334,0,12930,334,45,44,67,60,104,44,71,56,45,0,0,83,83,19,58,25,45,19,76,4,23,19,76,4,45,24,29,16,40,0,21,24,45,0,0,7,7,0,0,7,"P0",819,888,891,945,983,819,907,891,921,983,0.440944881889764,0.301204819277108,0.05,0.533333333333333,1,0.47244094488189,1,0.05,0.355555555555556,1,0.56,0.568181818181818,0.173913043478261,1,1,0.576923076923077,1,0.173913043478261,0.4,1,0.883838383838384,0.922222222222222,0.904040404040404,0.978787878787879,1,0.887878787878788,1,0.904040404040404,0.946464646464646,1
"757",756,"P0_0756",43,"innovation",0.480121351650017,"True","False",1,0.25,0.25,0.25,"per_family",1,32,38,0.842105263157895,43,43,39,7021,192,0,7213,192,8816,496,0,9312,496,39,0,0,25,25,0,0,25,39,0,0,23,23,0,0,23,39,0,0,16,16,0,0,16,39,0,0,12,12,0,0,12,39,0,0,0,0,0,0,0,"P0",716,718,725,729,741,716,718,725,729,741,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1
"758",757,"P0_0757",34,"innovation",0.032390555350889,"True","False",1,0.25,0.25,0.25,"per_family",1,610,882,0.691609977324263,34,63,49,18232,192,0,18424,192,2860,3124,0,5984,3124,49,6,99,213,219,6,105,207,49,9,81,188,197,9,81,188,49,0,56,185,185,0,68,173,49,2,31,67,69,2,32,66,49,0,0,12,12,0,0,12,"P0",858,898,935,1076,1164,858,898,935,1076,1164,0.663461538461538,0.698884758364312,0.717842323651452,0.673469387755102,1,0.682692307692308,0.698884758364312,0.767634854771784,0.683673469387755,1,0.971830985915493,0.954314720812183,1,0.970588235294118,1,0.972602739726027,0.954314720812183,1,0.971014492753623,1,0.905612244897959,0.923469387755102,0.942176870748299,0.97108843537415,1,0.910714285714286,0.923469387755102,0.952380952380952,0.971938775510204,1
"759",758,"P0_0758",24,"innovation",0.445893997314565,"True","False",1,0.25,0.25,0.25,"per_family",1,12,21,0.571428571428571,24,25,22,956,108,0,1064,108,1109,66,0,1175,66,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,0,0,9,9,0,0,9,22,0,0,0,0,0,0,0,22,0,0,3,3,0,0,3,"P0",231,231,222,231,228,231,231,222,231,228,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1,1
"760",759,"P0_0759",17,"innovation",0.065400699138628,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,17,17,16,556,0,0,556,0,676,0,0,676,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,"P0",120,120,120,120,120,120,120,120,120,120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"761",760,"P0_0760",19,"innovation",0.441942994009056,"True","False",1,0.25,0.25,0.25,"per_family",1,1,19,0.0526315789473684,19,21,20,1092,18,0,1110,18,939,0,0,939,0,20,0,0,11,11,10,10,1,20,0,0,0,0,0,0,0,20,0,0,7,7,0,0,7,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,"P0",169,190,183,190,190,179,190,183,190,190,0.0909090909090909,NA,1,NA,NA,1,NA,1,NA,NA,0.0909090909090909,NA,1,NA,NA,1,NA,1,NA,NA,0.894736842105263,1,1,1,1,1,1,1,1,1
